image_name; comment_number; comment;translations;captions
2251152321.jpg;0; A child standing on a chair to shove his face into a fire by a candle , his negligent father watches on in bemusement .;Un niño de pie en una silla para empujar su cara en un fuego por una vela, su padre negligente observa en aturdimiento.;Un niño de pie en una silla para empujar su cara en un fuego por una vela, su padre negligente observa en aturdimiento.
225157506.jpg;0; A young girl in pink pants is holding a bowl of grass on her head and standing in front of a blue wall .;Una joven con pantalones rosados sostiene un tazón de hierba en su cabeza y está de pie frente a una pared azul .;Una joven con pantalones rosados sostiene un tazón de hierba en su cabeza y está de pie frente a una pared azul .
2252123185.jpg;0; A crowded stadium is full of people watching an event .;Un estadio lleno de gente está lleno de gente viendo un evento.;Un estadio lleno de gente está lleno de gente viendo un evento.
2252722473.jpg;0;" A person in heavy clothing and a plastic "" hood "" around the neck carries a second plastic bag in front of a large stone column .";"Una persona con ropa pesada y una "" capucha "" de plástico alrededor del cuello lleva una segunda bolsa de plástico delante de una gran columna de piedra.";"Una persona con ropa pesada y una "" capucha "" de plástico alrededor del cuello lleva una segunda bolsa de plástico delante de una gran columna de piedra."
2253938667.jpg;0; A man reads an advertisement at a bus stop , while another man sits on a bench .;Un hombre lee un anuncio en una parada de autobús, mientras que otro hombre se sienta en un banco.;Un hombre lee un anuncio en una parada de autobús, mientras que otro hombre se sienta en un banco.
2254697851.jpg;0; Two young men are playing an interactive video game that simulates playing a guitar .;Dos jóvenes están jugando un videojuego interactivo que simula tocar una guitarra.;Dos jóvenes están jugando un videojuego interactivo que simula tocar una guitarra.
2255633616.jpg;0; A man dressed in all black is wearing shades and standing in snow and there is a red vehicle in back of him .;Un hombre vestido con todo negro está usando sombras y de pie en la nieve y hay un vehículo rojo en la parte posterior de él.;Un hombre vestido con todo negro está usando sombras y de pie en la nieve y hay un vehículo rojo en la parte posterior de él.
2256133102.jpg;0; Someone dangles on a rope from a rocky cliff over the ocean .;Alguien cuelga en una cuerda de un acantilado rocoso sobre el océano.;Alguien cuelga en una cuerda de un acantilado rocoso sobre el océano.
2258662398.jpg;0; A child in a black wetsuit is in the waves on a surfboard .;Un niño en un traje de neopreno negro está en las olas en una tabla de surf .;Un niño en un traje de neopreno negro está en las olas en una tabla de surf .
2260560631.jpg;0; The furry dog is running through a grassy wooded area .;El perro peludo está corriendo a través de una zona arbolada pastosa.;El perro peludo está corriendo a través de una zona arbolada pastosa.
226065257.jpg;0; Four people sit on a subway two read books , one looks at a cellphone and is wearing knee high boots .;Cuatro personas se sientan en un metro dos libros de lectura , uno mira a un teléfono celular y está usando botas altas de rodilla .;Cuatro personas se sientan en un metro dos libros de lectura , uno mira a un teléfono celular y está usando botas altas de rodilla .
226115048.jpg;0; A man sitting on a chair with a beer in his hands roasting something to eat on a wooden stick .;Un hombre sentado en una silla con una cerveza en sus manos asando algo para comer en un palo de madera.;Un hombre sentado en una silla con una cerveza en sus manos asando algo para comer en un palo de madera.
2261169495.jpg;0; A woman dances along with a dancing video-game projected on large screen behind her .;Una mujer baila junto con un videojuego de baile proyectado en la pantalla grande detrás de ella.;Una mujer baila junto con un videojuego de baile proyectado en la pantalla grande detrás de ella.
2261346505.jpg;0; Several people are walking on a rainy busy street in Asia with clear umbrellas .;Varias personas están caminando en una calle concurrida y lluviosa en Asia con paraguas claros.;Varias personas están caminando en una calle concurrida y lluviosa en Asia con paraguas claros.
2264280779.jpg;0; A person wearing a mask is welding a metal object which is producing sparks .;Una persona que lleva una máscara está soldando un objeto metálico que está produciendo chispas .;Una persona que lleva una máscara está soldando un objeto metálico que está produciendo chispas .
226642878.jpg;0; A woman in an army-green tank top with curlers in her hair gets her makeup applied by another woman , in front of an exotic animal-print backdrop .;Una mujer en una camiseta del ejército-verde con rizos en su cabello consigue su maquillaje aplicado por otra mujer, en frente de un fondo exótico animal-impresión.;Una mujer en una camiseta del ejército-verde con rizos en su cabello consigue su maquillaje aplicado por otra mujer, en frente de un fondo exótico animal-impresión.
226659133.jpg;0; A man in formal dress and aviator sunglasses turns to talk to the woman he is sits with .;Un hombre con vestido formal y gafas de sol de aviador se vuelve para hablar con la mujer con la que se sienta.;Un hombre con vestido formal y gafas de sol de aviador se vuelve para hablar con la mujer con la que se sienta.
226675419.jpg;0; Two men in tuxedos are looking at a female wearing a white dress .;Dos hombres en esmoquin están mirando a una mujer con un vestido blanco.;Dos hombres en esmoquin están mirando a una mujer con un vestido blanco.
2267682214.jpg;0; A small dog with long hair holds a snowman toy in its mouth .;Un perro pequeño con el pelo largo sostiene un juguete de muñeco de nieve en su boca.;Un perro pequeño con el pelo largo sostiene un juguete de muñeco de nieve en su boca.
2269418002.jpg;0; A guy standing on a fire escape of a tall building with his arms spread wide .;Un tipo parado en una escalera de incendios de un edificio alto con los brazos extendidos.;Un tipo parado en una escalera de incendios de un edificio alto con los brazos extendidos.
226980061.jpg;0; A performer dressed in a blue outfit is juggling the balls as many onlookers watch intently .;Un artista vestido con un traje azul está haciendo malabares con las bolas como muchos espectadores miran atentamente.;Un artista vestido con un traje azul está haciendo malabares con las bolas como muchos espectadores miran atentamente.
2270034724.jpg;0; Two women and three men who are watching a man maneuver his skateboard in a city street .;Dos mujeres y tres hombres que están viendo a un hombre maniobrar su monopatín en una calle de la ciudad.;Dos mujeres y tres hombres que están viendo a un hombre maniobrar su monopatín en una calle de la ciudad.
2271671533.jpg;0; A hiker is walking in the snow with a snow covered mountain behind them .;Un excursionista está caminando en la nieve con una montaña cubierta de nieve detrás de ellos.;Un excursionista está caminando en la nieve con una montaña cubierta de nieve detrás de ellos.
2271890493.jpg;0; A white dog is chasing after a small dog at the beach;Un perro blanco está persiguiendo a un perro pequeño en la playa;Un perro blanco está persiguiendo a un perro pequeño en la playa
2272361718.jpg;0; A woman wearing a black shirt with stars on it holding a bag in her hand .;Una mujer usando una camisa negra con estrellas en ella sosteniendo una bolsa en su mano.;Una mujer usando una camisa negra con estrellas en ella sosteniendo una bolsa en su mano.
2272489996.jpg;0; Two dogs with black and white markings running with their mouths open .;Dos perros con marcas blancas y negras corriendo con la boca abierta.;Dos perros con marcas blancas y negras corriendo con la boca abierta.
2272823323.jpg;0; A man wearing an orange coat speaks to another as they walk in the snow .;Un hombre que lleva un abrigo naranja le habla a otro mientras caminan en la nieve.;Un hombre que lleva un abrigo naranja le habla a otro mientras caminan en la nieve.
2273799395.jpg;0; A lady in red gloves on ski 's has four people behind her .;Una señora con guantes rojos en esquí 's tiene cuatro personas detrás de ella.;Una señora con guantes rojos en esquí 's tiene cuatro personas detrás de ella.
2275253272.jpg;0; a girl in a green dress and pink jacket is running down a dusty path in a grassy park .;una chica en un vestido verde y chaqueta rosa está corriendo por un camino polvoriento en un parque herboso.;una chica en un vestido verde y chaqueta rosa está corriendo por un camino polvoriento en un parque herboso.
2275928920.jpg;0; Two people dressed warmly and sporting fur hats are outdoors at a table festooned with various items in front of an orange building with prominent ducts .;Dos personas vestidas cálidamente y sombreros de piel deportiva están al aire libre en una mesa con varios artículos en frente de un edificio naranja con conductos prominentes.;Dos personas vestidas cálidamente y sombreros de piel deportiva están al aire libre en una mesa con varios artículos en frente de un edificio naranja con conductos prominentes.
